14.00
# Real | RAGE project by The Real_Gabe http://www.realrage.therealgabe.net | Do not claim you made this mod and don’t upload and/or alter it without my permission

# ANY ENTRY WITH A SMIDMARK_THRESH ABOVE >1.0 WILL RAISE TYRE TEMPERATURE
# ANY ENTRY <1.0 WILL NOT AFFECT TYRE TEMPERATURE

#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#						SKIDMARK DECAL ---------------------------------------------------->	WHEEL PARTICLES --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------->	LIGHTS ---------------------------------------------------------------->	#
# VFX MATERIAL GROUP	    SLIP		 PRESSURE		DECAL	DECAL	DECAL	COL_TINT		FRIC_THRESH		FRICTION_FX_1				FRICTION_FX_2				FRICTION_FX_3				DISP_THRESH		DISPLACEMENT_FX_1			DISPLACEMENT_FX_2			DISPLACEMENT_FX_3			DISPLACEMENT_FX_LOD			BURN_FRIC_EVO	BURN_TEMP_EVO	BURNOUT_FX_1			BURNOUT_FX_2			BURNOUT_FX_3	ON	 COL_MIN	 COL_MAX	 INTENSITY		   RANGE		  FALLOFF		#
#						MIN		MAX		MIN		MAX		ID 1	ID 2	ID 3	R   G	B		MIN		MAX																							MIN		MAX																													MIN		MAX		MIN		MAX																				R	G	B	R	G	B	MIN		MAX		MIN		MAX		MIN		MAX		#
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
## WHEN TYRE IS OK ON A DRY SURFACE																																																																																																
																																																																																																								
VEHFX_INFO_START																																																																																																				
																																																																																																								
VOID					-1.0	-1.0	-1.0	-1.0	0		0		0		255 255	255		-1.0	-1.0	-							-							-							-1.0	-1.0	-							-							-							-							-1.0	-1.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
GENERIC					-1.0	-1.0	-1.0	-1.0	3011	3011	3011	143 124	108		-1.0	-1.0	-							-							-							-1.0	-1.0	-							-							-							-							-1.0	-1.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
																																																																																														
CONCRETE				3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		1.0		 5.0    wheel_fric_hard_Bike		wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.06	 5.0	wheel_fric_hard_tank		wheel_fric_hard_tank 		wheel_fric_hard_tank		wheel_fric_hard_Bike		 0.6	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
CONCRETE_DUSTY			3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		1.0		 5.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		 1.5	25.0	wheel_fric_hard_Dusty_Tank	wheel_fric_hard_Dusty_Tank	wheel_fric_hard_Dusty_Tank	-		                     1.2	25.0     8.0	20.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
TARMAC					3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		2.0		 5.5    wheel_fric_hard_Bike		wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.06	10.0	wheel_fric_hard_tank		wheel_fric_hard_tank 		wheel_fric_hard_tank		wheel_fric_hard_tank		 0.6	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
TARMAC_BRITTLE			3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		0.8		 5.0    wheel_fric_hard_Bike		wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.06	10.0	wheel_fric_hard_tank		wheel_fric_hard_tank 		wheel_fric_hard_tank		wheel_fric_hard_Bike		 0.6	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
STONE					3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		0.9		 5.0    wheel_fric_hard_Bike		wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.06	 5.0	wheel_fric_hard_tank		wheel_fric_hard_tank 		wheel_fric_hard_tank		wheel_fric_hard_Bike		 1.2	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
BRICK					3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		0.9		 5.0    wheel_fric_hard_Bike		wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.06	 5.0	wheel_fric_hard_tank		wheel_fric_hard_tank 		wheel_fric_hard_tank		wheel_fric_hard_Bike		 1.2	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
MARBLE					3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		0.8		 5.0    wheel_fric_hard_Bike		wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.06	 5.0	wheel_fric_hard_tank		wheel_fric_hard_tank 		wheel_fric_hard_tank		wheel_fric_hard_Bike		 1.2	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
PAVING					3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		0.8		 5.0    wheel_fric_hard_Bike		wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.06	 5.0	wheel_fric_hard_tank		wheel_fric_hard_tank 		wheel_fric_hard_tank		wheel_fric_hard_Bike		 1.2	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SANDSTONE				3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		1.0		 6.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.8	10.0	wheel_fric_sand				wheel_fric_sand_Tank		wheel_fric_sand_Tank		wheel_fric_sand_LOD		     1.2	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SANDSTONE_BRITTLE		3.0		7.0		-1.0	-1.0	3010	3010	3200	255 255	255		1.0		 6.0    wheel_fric_hard				wheel_fric_hard_Bike		wheel_fric_hard_tank		 0.8	10.0	wheel_fric_sand				wheel_fric_sand_Tank		wheel_fric_sand_Tank		wheel_fric_sand_LOD		     1.2	 1.0     6.0	13.0	wheel_burnout			wheel_burnout			wheel_burnout	0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
																																																																																														
SAND_LOOSE				1.0		4.0		0.01     10.0	3011	3015	3200	175 175	175		0.5  	 4.0	wheel_spin_sand 			wheel_fric_sand_Tank 		wheel_fric_sand_Tank		 2.5	15.0	wheel_fric_sand				wheel_fric_sand_Bike		wheel_fric_sand_Tank		wheel_fric_sand_LOD			 1.0	20.0     0.10	 5.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_COMPACT			1.0		4.0	    0.01     10.0	3011 	3015 	3200 	175 175	175		0.5		 4.0	wheel_spin_sand 			wheel_fric_sand_Tank		wheel_fric_sand_Tank		 2.5	 2.0	wheel_fric_sand				wheel_fric_sand_Bike		wheel_fric_sand_Tank		wheel_fric_sand_LOD			 1.0	40.0     0.10	 5.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_WET				1.0		4.0	    0.01     10.0	3011	3015	3200	125 125	125		0.5		 4.0	wheel_spin_sandWet 			wheel_fric_sandWet_Tank		wheel_fric_sandWet_Tank		 2.5	 2.0	wheel_fric_sandWet_Bike		wheel_fric_sandWet_Bike		wheel_fric_sandWet_Tank		wheel_fric_sandWet_LOD		 1.0	16.0     0.10	 5.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_UNDERWATER			1.0		4.0	    0.01     10.0	3011	3015	3200	115 115	115	    0.5	     4.0	wheel_spin_mud				wheel_spin_sandWet			wheel_spin_sandWet			-1.0	-1.0	-							-							-							-							-1.0	-1.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_DEEP				1.0		4.0		0.01     10.0	3019	3019	3200	175 175	175		0.5  	 4.0	wheel_spin_sandWet 			wheel_decal_sand_deep 		wheel_decal_sand_deep		 1.0	 2.0	wheel_decal_sand_deep		wheel_decal_sand_deep		wheel_fric_sand_Tank		wheel_fric_sand_LOD			 1.0	18.0     0.10	 5.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SAND_WET_DEEP			1.0		4.0		0.01     10.0	3019	3019	3200	125 125	125		0.5  	 4.0	wheel_spin_mud 	  		    wheel_fric_sandWet_Tank 	wheel_fric_sandWet_Tank		 1.0	 2.0	wheel_decal_sand_wet_deep	wheel_decal_sand_wet_deep	wheel_fric_sand_Tank		wheel_fric_sand_LOD			 1.0	18.0     0.10	 5.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
ICE						3.0		7.0		0.01     10.0	3100    3100    3200    028 028	028	   -1.0	    -1.0  	-							-							-							 1.0	10.0    wheel_decal_slush			wheel_decal_slush			wheel_decal_slush			-							-1.0  	-1.0  	-1.0	-1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
SNOW_LOOSE				1.0		4.0		0.01     10.0	3014	3014	3200	195 195	195		0.5  	 5.0	wheel_spin_snow				wheel_spin_snow				wheel_fric_snow_loose		 1.0	10.0	wheel_fric_snow_loose		wheel_fric_snow_loose		wheel_fric_snow_loose		wheel_fric_snow_LOD			 0.2	 3.0  	 0.5	 1.0	-						-						-				0	0	0	0	0	0	0	0.0		0.0		0.0		0.0		0.0		0.0
